text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image11.started,textbox11.started,participant,session,date,expName,psychopyVersion,frameRate,
18.4400481699995,18.940613220998785,18.940613220998785,space,0.5718464120000135,,,,,,,,,,,,,,,926882,001,2022-12-19_15h02.36.364,VisualComplexity_RO,2022.2.4,None,
,,,,,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,19.595574774997658,,,,,,,
