text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,participant,session,date,expName,psychopyVersion,frameRate,
20.221810754002945,24.231919845002267,24.231919845002267,space,0.9084344509974471,,,758200,001,2022-12-19_14h19.34.669,VisualComplexity_RO,2022.2.4,None,
,,,,,25.199526666001475,25.199526666001475,,,,,,,
