text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,participant,session,date,expName,psychopyVersion,frameRate,
19.384013944996695,21.38644856499741,21.38644856499741,space,0.7635849029975361,,,,,,,,,,,778239,001,2022-12-19_14h41.10.419,VisualComplexity_RO,2022.2.4,None,
,,,,,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,22.245922374997463,,,,,,,
