text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,participant,session,date,expName,psychopyVersion,frameRate,
19.408139039998787,23.42151876099888,23.42151876099888,space,13.899389108999458,,,950632,001,2022-12-19_14h15.28.644,VisualComplexity_RO,2022.2.4,None,
,,,,,37.38030432500091,37.38030432500091,,,,,,,
