text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,participant,session,date,expName,psychopyVersion,frameRate,
17.87968763599929,19.88684155900046,19.88684155900046,space,3.203652431999217,,,,,,,,,,,558572,001,2022-12-19_14h39.51.737,VisualComplexity_RO,2022.2.4,None,
,,,,,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,23.17084354200051,,,,,,,
