text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,participant,session,date,expName,psychopyVersion,frameRate,
17.827691156999208,19.840921520000848,19.840921520000848,space,0.9592263079975965,,,,,806704,001,2022-12-19_14h25.27.786,VisualComplexity_RO,2022.2.4,None,
,,,,,20.87221171499914,20.87221171499914,20.87221171499914,20.87221171499914,,,,,,,
