text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image11.started,textbox11.started,participant,session,date,expName,psychopyVersion,frameRate,
17.109098402997915,17.60920155200074,17.60920155200074,space,0.6102699740004027,,,,,,,,,,,,,,,293232,001,2022-12-19_15h04.09.772,VisualComplexity_RO,2022.2.4,None,
,,,,,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,18.315257712998573,,,,,,,
