text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,participant,session,date,expName,psychopyVersion,frameRate,
17.769956725001975,19.776005026000348,19.776005026000348,space,3.3225681119984074,,,,,,,,,,,,,536392,001,2022-12-19_14h55.00.979,VisualComplexity_RO,2022.2.4,None,
,,,,,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,23.192629453002155,,,,,,,
