text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,participant,session,date,expName,psychopyVersion,frameRate,
19.34200591100307,23.342738059000112,23.342738059000112,space,1.5163668639979733,,,294314,001,2022-12-19_14h13.41.468,VisualComplexity_RO,2022.2.4,60.232508081389085,
,,,,,24.91667692700139,24.91667692700139,,,,,,,
