text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,exit_Text.started,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image11.started,textbox11.started,key_resp_EXIT.started,textbox1.text,textbox2.text,textbox3.text,textbox4.text,textbox5.text,textbox6.text,textbox11.text,key_resp_EXIT.keys,key_resp_EXIT.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
17.19183559999874,17.695834503996593,17.695834503996593,space,0.5953506490004656,,,,,,,,,,,,,,,,,,,,,,,,,,,191819,001,2022-12-19_15h11.33.602,VisualComplexity_RO,2022.2.4,59.62124661087134,
,,,,,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688,18.410552356999688, ,,,,,,,return,1.8424164120006026,,191819,001,2022-12-19_15h11.33.602,VisualComplexity_RO,2022.2.4,59.62124661087134,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.273277300999325,,,,,,,
