text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,participant,session,date,expName,psychopyVersion,frameRate,
18.979310443999566,20.987421755999094,20.987421755999094,space,1.18723248200331,,,018659,001,2022-12-19_14h22.10.933,VisualComplexity_RO,2022.2.4,None,
,,,,,22.236861572000635,22.236861572000635,,,,,,,
