text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,exit_Text.started,key_resp_EXIT.started,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image7.started,textbox7.started,image8.started,textbox8.started,image9.started,textbox9.started,image10.started,textbox10.started,image11.started,textbox11.started,image12.started,textbox12.started,image13.started,textbox13.started,image14.started,textbox14.started,image15.started,textbox15.started,key_resp_EXIT.keys,key_resp_EXIT.rt,textbox1.text,textbox2.text,textbox3.text,textbox4.text,textbox5.text,textbox6.text,textbox7.text,textbox8.text,textbox9.text,textbox10.text,textbox11.text,textbox12.text,textbox13.text,textbox14.text,textbox15.text,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
22.061488563005696,22.57420256700425,22.57420256700425,space,1.293007011001464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627604,001,2023-01-17_14h30.28.616,VisualComplexity_RO,2022.2.4,None,
,,,,,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,24.02534517600725,return,37.13919788500061,,,,,,,,,,,,,,,,,627604,001,2023-01-17_14h30.28.616,VisualComplexity_RO,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1,2,1,4,1,"
",,,,,,,,,,61.237362301006215,,,,,,,
