text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image11.started,participant,session,date,expName,psychopyVersion,frameRate,
17.335027851000632,19.34914525000204,19.34914525000204,space,0.6689995039996575,,,,,,,,,,,,,,612026,001,2022-12-19_14h57.23.027,VisualComplexity_RO,2022.2.4,None,
,,,,,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,20.113928685001156,,,,,,,
